20.25,22.91081929206848,nan,1.0,nan,nan,nan,nan,0.13070783723668716,0.42678725236864773,nan,nan,0.0,0.035,0.0,0.0,0.0,0.0,0.999,0.991,0.0,0.0
33.79,22.552117586135864,0.3054650741947159,0.8226332970620239,nan,nan,0.28303249097472927,0.2804396843291995,nan,nan,nan,nan,0.844,0.756,0.0,0.0,0.784,0.995,0.0,0.0,0.0,0.0
18.59,22.47430658340454,0.11055776892430279,0.8921161825726142,nan,nan,nan,nan,nan,nan,nan,nan,0.999,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.95,21.341161966323853,nan,nan,0.19566490919742238,0.2834128878281623,nan,nan,0.2501221299462628,0.3451969592259848,nan,nan,0.0,0.0,0.334,0.95,0.0,0.0,0.512,0.999,0.0,0.0
38.36,20.756765604019165,0.9437229437229437,0.9907038512616202,0.2471453945699061,0.5020126509488212,nan,nan,0.1592356687898089,0.31456432840515886,nan,nan,0.218,0.746,0.974,0.873,0.0,0.0,0.025,1.0,0.0,0.0
44.3,20.755942344665527,0.5229030339083879,0.9294478527607362,0.2465981671757845,0.719047619047619,nan,nan,nan,0.3713754646840149,nan,nan,0.879,0.909,0.888,0.755,0.0,0.0,0.0,0.999,0.0,0.0
46.74,18.44431698322296,0.7878048780487805,0.9743589743589743,0.24802942722017868,0.4947201689545935,nan,0.9464882943143813,0.3118279569892473,0.4479820627802691,nan,nan,0.646,0.836,0.944,0.937,0.0,0.283,0.029,0.999,0.0,0.0
32.92,26.146169662475586,0.8011811023622047,0.6179123711340206,nan,nan,nan,nan,0.1997411561691113,0.3026634382566586,nan,nan,0.407,0.959,0.0,0.0,0.0,0.0,0.926,1.0,0.0,0.0
35.68,21.43680453300476,0.3686473807662236,0.548169014084507,nan,nan,0.0,0.9928057553956835,0.20724346076458752,0.3293768545994065,nan,nan,0.943,0.973,0.0,0.0,0.0,0.138,0.515,0.999,0.0,0.0
41.96,21.59629201889038,0.6051712089447938,0.8728270814272644,0.6666666666666666,0.9142259414225942,0.2745961820851689,0.2787068004459309,nan,1.0,nan,nan,0.866,0.954,0.002,0.437,0.935,1.0,0.0,0.002,0.0,0.0
50.73,18.167394876480103,0.7075812274368231,0.935678391959799,0.3393258426966292,0.7209737827715356,0.3049421661409043,0.3792706333973129,0.5,0.6258134490238612,nan,nan,0.784,0.931,0.151,0.77,0.87,0.988,0.002,0.577,0.0,0.0
43.65,21.750192880630493,0.6771523178807947,0.869406392694064,0.01694915254237288,0.8128205128205128,nan,0.9703389830508474,0.20586576424139877,0.3314550878355983,nan,nan,0.818,0.952,0.002,0.634,0.0,0.229,0.73,1.0,0.0,0.0
53.68,17.883620023727417,0.733909702209414,0.8523131672597865,0.2663115845539281,0.65311004784689,0.6716417910447762,0.7287985865724381,0.2869352869352869,0.466438020578148,nan,nan,0.764,0.958,0.4,0.819,0.18,0.825,0.47,0.952,0.0,0.0
36.21,29.035467624664307,0.7733644859813084,0.8718190386427899,nan,0.9841269841269841,0.2171390314661906,0.2822831308279175,nan,nan,nan,nan,0.662,0.925,0.0,0.062,0.973,0.999,0.0,0.0,0.0,0.0
52.26,18.678428173065186,0.7752100840336135,0.9987228607918263,0.26015603981705676,0.5523978685612788,nan,0.7959558823529411,0.35,0.534950895436164,nan,nan,0.738,0.782,0.967,0.933,0.0,0.866,0.014,0.926,0.0,0.0
31.63,30.442139387130737,0.9130434782608695,1.0,nan,0.8053830227743272,0.18163340724316335,0.3014817054732386,nan,nan,nan,nan,0.042,0.752,0.0,0.389,0.983,0.997,0.0,0.0,0.0,0.0
54.39,18.715514302253723,0.44280968201233983,0.8813868613138686,0.3522782949534542,0.8097014925373134,0.6721854304635762,0.4940445365095805,0.5,0.5717314487632509,nan,nan,0.933,0.966,0.719,0.651,0.406,0.954,0.001,0.809,0.0,0.0
