9.92,23.036637544631958,0.12876254180602006,nan,0.07851884898505465,0.1148936170212766,0.0,nan,0.008,0.0,nan,0.11084433773509404,0.308,0.0,0.352,0.054,0.0,0.0,0.001,0.0,0.0,0.277
13.35,23.03534770011902,0.16965046888320545,nan,0.03289094056549336,0.19694072657743786,nan,nan,0.0,nan,nan,0.13683712121212122,0.597,0.0,0.057,0.103,0.0,0.0,0.0,0.0,0.0,0.578
11.99,23.035040140151978,0.11906269791006967,nan,0.043859649122807015,0.3148148148148148,nan,nan,nan,nan,nan,0.11983521143826488,0.188,0.0,0.005,0.017,0.0,0.0,0.0,0.0,0.0,0.989
10.0,23.033629179000854,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.0,23.0346519947052,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.0,23.037850856781006,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.0,23.036091566085815,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.0,23.20801067352295,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,23.201364278793335,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.52,23.324000358581543,0.06508135168961202,nan,nan,nan,nan,nan,nan,nan,nan,0.10868383871318335,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.09,23.39118766784668,0.03103448275862069,nan,nan,nan,nan,nan,nan,nan,nan,0.10298661174047374,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11.27,23.502418994903564,0.1394072447859495,nan,nan,nan,nan,nan,nan,nan,nan,0.11002310485201892,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.02,23.536071300506592,0.16462917685411574,nan,nan,nan,nan,nan,nan,nan,nan,0.11398609369656902,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
